;Scopy version,b3d077f6
;Exported on,Saturday April 12/04/2025
;Device,M2K
;Nr of samples,1000
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
82,2129.75,-1.91683,-22.7089
83,2149.47,-1.87,-23.5257
84,2169.38,-1.86981,-23.7859
85,2189.48,-1.87859,-23.7486
86,2209.76,-1.84446,-24.1803
87,2230.22,-1.8306,-24.1642
88,2250.88,-1.95592,-24.1483
89,2271.73,-1.89269,-24.8622
90,2292.77,-1.89341,-25.1164
91,2314.01,-1.88656,-25.4489
92,2335.44,-1.93665,-24.9474
93,2357.07,-1.98093,-25.1939
94,2378.9,-1.91079,-25.9697
95,2400.93,-1.93555,-26.1792
96,2423.17,-1.93257,-26.5872
97,2445.62,-1.9764,-25.9727
98,2468.27,-1.9322,-26.9084
99,2491.13,-1.96186,-26.9777
100,2514.2,-1.89765,-26.9402
101,2537.49,-2.01938,-27.2551
102,2560.99,-1.95094,-27.8659
103,2584.71,-1.97914,-27.676
104,2608.65,-1.92598,-28.6661
105,2632.82,-1.86892,-28.599
106,2657.2,-2.00108,-28.8121
107,2681.81,-1.91662,-29.2198
108,2706.65,-2.06955,-29.4961
109,2731.72,-1.97165,-29.3558
110,2757.02,-2.00922,-29.2005
111,2782.56,-2.01127,-30.6683
112,2808.33,-1.97421,-30.4421
113,2834.34,-1.93143,-30.6314
114,2860.6,-2.08744,-30.9845
115,2887.09,-1.97774,-31.0348
116,2913.83,-1.96461,-30.9668
117,2940.82,-2.02446,-31.6566
118,2968.06,-2.06998,-32.0765
119,2995.55,-2.0439,-32.7306
120,3023.29,-2.05507,-32.6172
121,3051.3,-2.11768,-32.9748
122,3079.56,-2.03616,-33.8098
123,3108.08,-2.03781,-32.9991
124,3136.87,-2.03849,-34.1909
125,3165.92,-2.10559,-33.7164
126,3195.25,-2.09171,-34.6808
127,3224.84,-2.09426,-34.4632
128,3254.71,-2.13885,-34.1121
129,3284.86,-2.14591,-34.1196
130,3315.28,-2.13306,-35.5982
131,3345.99,-2.22939,-35.4361
132,3376.98,-2.11341,-35.7062
133,3408.26,-2.23542,-35.7156
134,3439.83,-2.16986,-36.6596
135,3471.69,-2.2063,-35.9219
136,3503.84,-2.17392,-37.1784
137,3536.3,-2.07316,-37.2187
138,3569.05,-2.19356,-37.7718
139,3602.11,-2.15261,-37.3854
140,3635.47,-2.20936,-38.3859
141,3669.14,-2.22148,-37.7721
142,3703.13,-2.23161,-39.0675
143,3737.43,-2.15658,-39.6344
144,3772.04,-2.25644,-39.6484
145,3806.98,-2.30471,-40.5746
146,3842.24,-2.27071,-40.2489
147,3877.83,-2.38917,-40.53
148,3913.75,-2.3131,-40.8458
149,3950,-2.4587,-41.4738
150,3986.58,-2.32379,-41.876
151,4023.51,-2.50341,-42.2974
152,4060.77,-2.39773,-42.5479
153,4098.38,-2.56736,-42.7731
154,4136.34,-2.38946,-42.3579
155,4174.66,-2.43062,-42.0111
156,4213.32,-2.4431,-44.4657
157,4252.35,-2.46551,-44.1035
158,4291.73,-2.36428,-43.5975
159,4331.48,-2.45583,-44.9695
160,4371.6,-2.39111,-46.0466
161,4412.09,-2.45623,-45.1057
162,4452.96,-2.33137,-45.1606
163,4494.2,-2.63766,-47.1128
164,4535.83,-2.56683,-46.6877
165,4577.84,-2.66964,-45.7854
166,4620.24,-2.56512,-47.0604
167,4663.03,-2.84931,-46.8579
168,4706.22,-2.63948,-47.1716
169,4749.81,-2.71754,-48.3445
170,4793.81,-2.88975,-48.2339
171,4838.21,-2.81903,-49.7564
172,4883.02,-2.49419,-49.6033
173,4928.25,-2.84368,-51.0782
174,4973.9,-2.73558,-50.4154
175,5019.97,-2.72627,-50.3009
176,5066.46,-2.97066,-51.1225
177,5113.39,-2.83914,-51.4463
178,5160.75,-2.96211,-52.6535
179,5208.55,-2.92463,-51.6021
180,5256.79,-2.93673,-52.7196
181,5305.48,-2.97181,-52.0675
182,5354.62,-2.90908,-53.0472
183,5404.22,-3.02552,-53.9612
184,5454.27,-3.14533,-54.858
185,5504.79,-3.00434,-55.4516
186,5555.78,-3.03177,-55.1573
187,5607.23,-3.21934,-56.4525
188,5659.17,-3.05888,-55.6705
189,5711.59,-3.19034,-56.4977
190,5764.49,-3.06991,-56.891
191,5817.88,-3.36088,-56.7613
192,5871.77,-3.30186,-57.7575
193,5926.15,-3.36997,-57.3723
194,5981.04,-3.277,-57.6084
195,6036.44,-3.42965,-58.8832
196,6092.35,-3.45814,-59.7274
197,6148.78,-3.28723,-59.4842
198,6205.73,-3.56987,-60.1547
199,6263.21,-3.51989,-60.4308
200,6321.22,-3.48318,-60.3181
201,6379.77,-3.65874,-62.3515
202,6438.86,-3.60586,-61.8359
203,6498.5,-3.72543,-62.4483
204,6558.69,-3.51767,-63.104
205,6619.43,-3.71612,-62.6852
206,6680.74,-3.74675,-63.6786
207,6742.62,-3.91309,-64.531
208,6805.07,-3.81296,-65.7369
209,6868.1,-3.89075,-64.7349
210,6931.72,-3.91023,-65.6206
211,6995.92,-4.09859,-65.9786
212,7060.72,-4.13531,-66.7133
213,7126.12,-4.06751,-67.013
214,7192.12,-4.03819,-67.5081
215,7258.73,-3.95404,-67.9283
216,7325.97,-4.12608,-67.3522
217,7393.82,-4.18574,-68.9534
218,7462.3,-4.19994,-69.2429
219,7531.42,-4.20674,-68.9208
220,7601.18,-4.50547,-69.8582
221,7671.58,-4.42975,-70.9294
222,7742.64,-4.42428,-71.0279
223,7814.35,-4.61563,-71.1789
224,7886.73,-4.60704,-70.9925
225,7959.78,-4.57753,-73.0418
226,8033.5,-4.61635,-72.3579
227,8107.91,-4.67553,-72.9341
228,8183.01,-4.84897,-74.9534
229,8258.8,-4.93751,-73.8695
230,8335.29,-4.92147,-75.7087
231,8412.5,-4.96056,-75.3669
232,8490.42,-5.12645,-75.3569
233,8569.06,-4.99936,-77.3153
234,8648.42,-5.15466,-77.4572
235,8728.53,-5.06739,-76.9598
236,8809.37,-5.2848,-77.6995
237,8890.97,-5.22102,-78.7568
238,8973.32,-5.59413,-79.3212
239,9056.43,-5.50598,-78.8344
240,9140.31,-5.59479,-78.7271
241,9224.97,-5.64104,-80.1976
242,9310.41,-5.70902,-79.7409
243,9396.65,-5.69502,-80.2026
244,9483.68,-5.80795,-81.5163
245,9571.52,-5.77832,-82.6967
246,9660.17,-5.99396,-82.8713
247,9749.65,-6.0672,-83.8629
248,9839.95,-6.18657,-84.8212
249,9931.09,-6.27535,-83.3841
250,10023.1,-6.286,-84.71
251,10115.9,-6.38215,-84.7622
252,10209.6,-6.4595,-85.3757
253,10304.2,-6.53992,-85.9052
254,10399.6,-6.82744,-86.3635
255,10495.9,-6.85347,-86.6724
256,10593.1,-6.96846,-87.5934
257,10691.3,-7.17232,-87.7648
258,10790.3,-7.08516,-88.0751
259,10890.2,-7.22725,-88.3205
260,10991.1,-7.31031,-89.0186
261,11092.9,-7.37126,-89.5413
262,11195.6,-7.41925,-89.9314
263,11299.3,-7.68505,-90.725
264,11404,-7.65705,-90.8325
265,11509.6,-7.78307,-91.3403
266,11616.2,-7.88444,-92.0622
267,11723.8,-8.00834,-92.7345
268,11832.4,-8.13526,-93.5119
269,11942,-8.18646,-93.1152
270,12052.6,-8.23598,-93.8267
271,12164.2,-8.3639,-94.191
272,12276.9,-8.50636,-94.6068
273,12390.6,-8.46879,-95.4876
274,12505.4,-8.52323,-95.1645
275,12621.2,-8.63905,-96.2427
276,12738.1,-8.77323,-96.5421
277,12856.1,-8.8616,-97.4347
278,12975.2,-8.97346,-97.4155
279,13095.4,-9.09835,-97.4675
280,13216.6,-9.11007,-98.2911
281,13339.1,-9.303,-99.4201
282,13462.6,-9.36414,-98.922
283,13587.3,-9.43659,-99.8754
284,13713.1,-9.60392,-99.7818
285,13840.2,-9.5945,-100.316
286,13968.4,-9.73166,-101.214
287,14097.7,-9.72767,-101.97
288,14228.3,-9.84149,-101.944
289,14360.1,-10.0281,-102.277
290,14493.1,-10.1162,-102.081
291,14627.3,-10.2825,-103.54
292,14762.8,-10.2466,-103.643
293,14899.6,-10.4283,-104.247
294,15037.6,-10.4976,-104.671
295,15176.8,-10.6733,-104.646
296,15317.4,-10.7707,-105.72
297,15459.3,-10.7962,-106.314
298,15602.5,-10.9016,-106.6
299,15747,-11.0047,-106.871
300,15892.8,-10.9979,-107.235
301,16040,-11.1264,-108.02
302,16188.6,-11.3255,-107.699
303,16338.5,-11.459,-108.373
304,16489.9,-11.5515,-109.218
305,16642.6,-11.6072,-109.387
306,16796.7,-11.7347,-109.854
307,16952.3,-11.9519,-109.904
308,17109.3,-11.8182,-110.993
309,17267.8,-12.1633,-111.419
310,17427.7,-12.0448,-111.745
311,17589.2,-12.2112,-112.64
312,17752.1,-12.4408,-112.906
313,17916.5,-12.5076,-113.476
314,18082.4,-12.6641,-113.615
315,18249.9,-12.7816,-113.797
316,18419,-12.7191,-114.017
317,18589.6,-12.8259,-114.619
318,18761.7,-13.0963,-115.351
319,18935.5,-13.1993,-115.876
320,19110.9,-13.1849,-116.383
321,19287.9,-13.4387,-115.862
322,19466.6,-13.3485,-116.602
323,19646.9,-13.6675,-117.615
324,19828.8,-13.7947,-118.033
325,20012.5,-13.6553,-117.751
326,20197.9,-13.9202,-118.4
327,20384.9,-14.026,-118.63
328,20573.7,-14.1555,-119.346
329,20764.3,-14.2058,-119.412
330,20956.6,-14.4315,-120.078
331,21150.7,-14.5036,-120.926
332,21346.6,-14.6888,-120.365
333,21544.3,-14.624,-121.834
334,21743.9,-14.8863,-120.585
335,21945.3,-14.9354,-122.059
336,22148.6,-15.0046,-122.358
337,22353.7,-15.2102,-123.239
338,22560.7,-15.1978,-123.578
339,22769.7,-15.4315,-124.46
340,22980.6,-15.5386,-124.04
341,23193.5,-15.6803,-124.391
342,23408.3,-15.8264,-124.498
343,23625.1,-15.8494,-124.398
344,23843.9,-16.1104,-126.221
345,24064.8,-16.1211,-125.937
346,24287.6,-16.2067,-125.999
347,24512.6,-16.4396,-126.267
348,24739.6,-16.3865,-126.338
349,24968.8,-16.6324,-127.497
350,25200,-16.7901,-127.861
351,25433.5,-16.9556,-128.313
352,25669,-16.8394,-129.192
353,25906.8,-17.134,-129.185
354,26146.7,-17.1407,-129.746
355,26388.9,-17.2294,-129.234
356,26633.3,-17.4751,-130.321
357,26880,-17.5236,-130.854
358,27129,-17.6467,-130.204
359,27380.3,-17.8486,-131.341
360,27633.9,-17.9137,-132.042
361,27889.8,-18.1305,-131.311
362,28148.1,-18.2089,-132.444
363,28408.8,-18.2802,-132.466
364,28672,-18.4349,-134.059
365,28937.5,-18.5979,-133.508
366,29205.6,-18.6397,-134.375
367,29476.1,-18.9513,-133.678
368,29749.1,-19.0046,-134.951
369,30024.6,-19.2016,-135.224
370,30302.7,-19.2311,-135.522
371,30583.4,-19.2773,-135.681
372,30866.6,-19.6187,-136.486
373,31152.5,-19.6412,-136.431
374,31441.1,-19.818,-137.485
375,31732.3,-19.8726,-137.372
376,32026.2,-19.9567,-137.22
377,32322.8,-20.1076,-137.051
378,32622.2,-20.2448,-138.13
379,32924.4,-20.2674,-139.277
380,33229.3,-20.4924,-139.343
381,33537.1,-20.7491,-139.212
382,33847.7,-20.7762,-139.894
383,34161.2,-20.9877,-139.845
384,34477.6,-21.0536,-140.697
385,34797,-21.2542,-140.761
386,35119.3,-21.3262,-140.336
387,35444.6,-21.4416,-141.281
388,35772.9,-21.5503,-141.156
389,36104.2,-21.7868,-142.435
390,36438.6,-21.9958,-143.154
391,36776.1,-21.9125,-143.176
392,37116.7,-22.2657,-143.51
393,37460.5,-22.1769,-144.23
394,37807.5,-22.5408,-144.427
395,38157.6,-22.4444,-144.773
396,38511.1,-22.5152,-144.63
397,38867.8,-22.8266,-145.156
398,39227.8,-23.0926,-145.849
399,39591.1,-22.991,-146.765
400,39957.8,-23.1965,-146.786
401,40327.9,-23.2328,-147.464
402,40701.4,-23.4556,-147.534
403,41078.4,-23.7112,-147.46
404,41458.9,-23.7088,-148.393
405,41842.9,-23.7922,-148.046
406,42230.4,-23.9824,-148.827
407,42621.6,-24.0075,-149.264
408,43016.4,-24.2494,-149.483
409,43414.8,-24.4539,-150.275
410,43816.9,-24.6522,-150.116
411,44222.7,-24.7287,-151.414
412,44632.3,-24.9568,-152.237
413,45045.7,-24.9333,-151.789
414,45463,-25.0194,-151.641
415,45884,-25.3454,-152.303
416,46309,-25.4587,-153.254
417,46738,-25.425,-153.479
418,47170.8,-25.781,-153.985
419,47607.8,-25.8532,-154.473
420,48048.7,-25.8945,-155.32
421,48493.7,-26.0868,-155.328
422,48942.9,-26.3432,-155.094
423,49396.2,-26.4469,-155.751
424,49853.7,-26.5451,-156.587
425,50315.5,-26.6655,-157.602
426,50781.5,-26.819,-157.327
427,51251.9,-27.004,-158.152
428,51726.6,-27.0965,-158.277
429,52205.7,-27.3014,-158.819
430,52689.2,-27.386,-159.389
431,53177.2,-27.5209,-159.7
432,53669.8,-27.7453,-160.679
433,54166.9,-27.8128,-161.085
434,54668.6,-28.0438,-161.859
435,55174.9,-28.1195,-162.185
436,55686,-28.3056,-162.706
437,56201.7,-28.4611,-163.379
438,56722.3,-28.5588,-163.439
439,57247.7,-28.7344,-164.145
440,57777.9,-28.8064,-164.771
441,58313.1,-29.0236,-165.517
442,58853.2,-29.1505,-165.854
443,59398.3,-29.3109,-166.349
444,59948.4,-29.4257,-167.256
445,60503.7,-29.5694,-167.669
446,61064.1,-29.6895,-168.382
447,61629.7,-29.8246,-168.92
448,62200.5,-29.9916,-169.47
449,62776.6,-30.1605,-170.239
450,63358,-30.2634,-170.816
451,63944.9,-30.4286,-171.471
452,64537.2,-30.5847,-172.069
453,65134.9,-30.7307,-172.925
454,65738.2,-30.8252,-173.559
455,66347.1,-30.9959,-174.363
456,66961.6,-31.1431,-175.051
457,67581.8,-31.2661,-175.7
458,68207.8,-31.3992,-176.714
459,68839.5,-31.5592,-177.367
460,69477.1,-31.6987,-178.044
461,70120.6,-31.8361,-178.921
462,70770.1,-31.9515,-179.768
463,71425.6,-32.0576,-181
464,72087.2,-32.196,-182
465,72754.8,-32.3112,-183
466,73428.7,-32.4442,-184
467,74108.8,-32.5724,-185
468,74795.2,-32.7188,-185
469,75488,-32.8174,-187
470,76187.2,-32.9542,-187
471,76892.8,-33.0804,-188
472,77605,-33.1947,-189
473,78323.8,-33.2989,-190
474,79049.3,-33.4036,-191
475,79781.4,-33.5042,-192
476,80520.4,-33.6112,-193
477,81266.2,-33.6864,-195
478,82018.9,-33.8224,-196
479,82778.6,-33.9222,-196
480,83545.3,-34.0112,-197
481,84319.1,-34.0951,-199
482,85100.1,-34.1599,-200
483,85888.3,-34.2828,-201
484,86683.8,-34.3627,-202
485,87486.7,-34.4591,-203
486,88297,-34.5302,-204
487,89114.8,-34.5261,-206
488,89940.2,-34.7062,-206
489,90773.3,-34.6927,-208
490,91614,-34.7032,-209
491,92462.6,-34.8143,-210
492,93319,-34.9075,-211
493,94183.3,-34.969,-213
494,95055.7,-34.9115,-214
495,95936.1,-34.9357,-215
496,96824.7,-34.9892,-217
497,97721.5,-35.0384,-218
498,98626.6,-34.8957,-219
499,99540.1,-35.1398,-220
500,100462,-35.0981,-222
501,101393,-34.99,-223
502,102332,-35.0533,-224
503,103279,-35.0481,-225
504,104236,-35.0225,-227
505,105202,-35.0236,-228
506,106176,-35.0395,-229
507,107159,-35.0071,-230
508,108152,-34.894,-232
509,109154,-34.9235,-233
510,110165,-34.8591,-234
511,111185,-34.8356,-235
512,112215,-34.8352,-236
513,113254,-34.7763,-237
514,114303,-34.6917,-238
515,115362,-34.7038,-240
516,116430,-34.6127,-241
517,117509,-34.5596,-242
518,118597,-34.4211,-243
519,119696,-34.329,-244
520,120804,-34.389,-245
521,121923,-34.2907,-246
522,123052,-34.2666,-247
523,124192,-34.11,-248
524,125342,-34.1424,-249
525,126503,-33.9844,-250
526,127675,-33.8874,-251
527,128858,-33.7952,-252
528,130051,-33.7529,-253
529,131256,-33.6142,-254
530,132471,-33.4899,-255
531,133698,-33.385,-256
532,134937,-33.3733,-256
533,136187,-33.1654,-258
534,137448,-33.1176,-258
535,138721,-33.0519,-259
536,140006,-32.9706,-260
537,141303,-32.909,-260
538,142611,-32.7632,-262
539,143932,-32.6658,-263
540,145265,-32.6258,-262
541,146611,-32.4419,-264
542,147969,-32.339,-264
543,149339,-32.1391,-266
544,150723,-32.2485,-266
545,152119,-31.9584,-266
546,153528,-31.8952,-267
547,154950,-31.791,-268
548,156385,-31.6259,-268
549,157833,-31.5658,-269
550,159295,-31.4296,-270
551,160770,-31.397,-270
552,162260,-31.2934,-271
553,163762,-31.1351,-272
554,165279,-31.0162,-273
555,166810,-30.9781,-274
556,168355,-30.6775,-274
557,169914,-30.6932,-275
558,171488,-30.5544,-274
559,173077,-30.4617,-276
560,174680,-30.355,-277
561,176298,-30.2653,-277
562,177930,-30.0564,-277
563,179578,-30.0082,-278
564,181242,-29.856,-279
565,182920,-29.7337,-279
566,184615,-29.6772,-280
567,186325,-29.5594,-280
568,188050,-29.4019,-281
569,189792,-29.3605,-281
570,191550,-29.1613,-282
571,193324,-29.0786,-283
572,195115,-28.9636,-283
573,196922,-28.7825,-283
574,198746,-28.8781,-283
575,200587,-28.8131,-285
576,202445,-28.4989,-286
577,204320,-28.4521,-285
578,206212,-28.346,-285
579,208122,-28.2111,-287
580,210050,-28.1363,-287
581,211995,-28.084,-288
582,213959,-27.9485,-288
583,215941,-27.7709,-289
584,217941,-27.7293,-288
585,219959,-27.548,-291
586,221997,-27.4721,-290
587,224053,-27.3854,-291
588,226128,-27.2983,-291
589,228222,-27.269,-291
590,230336,-26.8792,-292
591,232470,-26.9441,-293
592,234623,-26.8211,-293
593,236796,-26.6433,-294
594,238989,-26.7925,-294
595,241203,-26.7301,-295
596,243437,-26.4131,-295
597,245692,-26.3059,-296
598,247967,-26.2446,-297
599,250264,-26.0708,-295
600,252582,-26.0757,-297
601,254921,-25.9097,-297
602,257283,-25.9925,-298
603,259666,-25.7344,-298
604,262071,-25.6954,-298
605,264498,-25.5962,-298
606,266948,-25.539,-298
607,269420,-25.4265,-300
608,271916,-25.3368,-301
609,274434,-25.0396,-300
610,276976,-25.0483,-301
611,279542,-24.8948,-302
612,282131,-24.7203,-302
613,284744,-24.779,-302
614,287381,-24.6404,-303
615,290043,-24.6262,-304
616,292729,-24.541,-303
617,295441,-24.4316,-303
618,298177,-24.3672,-304
619,300939,-24.3796,-304
620,303726,-24.3977,-305
621,306540,-24.1163,-305
622,309379,-24.1266,-305
623,312244,-23.9525,-306
624,315136,-23.9445,-306
625,318055,-23.8921,-306
626,321001,-23.6414,-307
627,323974,-23.775,-307
628,326975,-23.5474,-307
629,330003,-23.319,-308
630,333060,-23.3575,-308
631,336145,-23.3401,-309
632,339258,-23.3824,-308
633,342401,-23.1407,-308
634,345572,-22.8521,-309
635,348773,-23.0284,-309
636,352003,-22.7892,-309
637,355263,-22.7973,-310
638,358554,-22.5435,-310
639,361875,-22.6928,-310
640,365227,-22.4694,-312
641,368610,-22.4581,-311
642,372024,-22.6029,-311
643,375469,-22.3342,-311
644,378947,-22.4231,-311
645,382457,-22.1583,-312
646,385999,-22.2177,-313
647,389575,-22.0074,-312
648,393183,-21.8995,-311
649,396825,-21.8248,-312
650,400500,-21.5583,-312
651,404210,-21.6235,-312
652,407953,-21.6246,-313
653,411732,-21.5658,-312
654,415546,-21.4545,-313
655,419394,-21.5562,-313
656,423279,-21.2632,-313
657,427199,-21.1813,-312
658,431156,-21.153,-314
659,435150,-21.38,-315
660,439180,-21.0403,-313
661,443248,-20.8986,-314
662,447353,-20.729,-314
663,451497,-20.8148,-314
664,455679,-20.5773,-313
665,459899,-20.5462,-315
666,464159,-20.523,-314
667,468458,-20.3041,-313
668,472797,-20.325,-315
669,477176,-20.1687,-316
670,481596,-20.2001,-313
671,486056,-20.1135,-315
672,490558,-20.1366,-313
673,495102,-19.9484,-314
674,499688,-19.8839,-315
675,504316,-19.6403,-315
676,508987,-19.8772,-315
677,513701,-19.6722,-315
678,518459,-19.4996,-315
679,523261,-19.4784,-315
680,528108,-19.4539,-315
681,532999,-19.3828,-315
682,537936,-19.1617,-315
683,542919,-19.0007,-315
684,547947,-19.2081,-316
685,553022,-18.9223,-315
686,558145,-18.9369,-316
687,563314,-18.7538,-316
688,568532,-18.7095,-316
689,573798,-18.5739,-315
690,579112,-18.4441,-316
691,584476,-18.4164,-316
692,589890,-18.2261,-315
693,595353,-18.3331,-316
694,600868,-17.9636,-315
695,606433,-17.9354,-315
696,612050,-17.897,-315
697,617719,-17.8767,-315
698,623440,-17.6523,-316
699,629215,-17.4458,-316
700,635043,-17.2536,-316
701,640924,-17.3991,-316
702,646861,-17.1229,-316
703,652852,-17.1562,-317
704,658899,-16.914,-317
705,665002,-16.8712,-316
706,671161,-16.8904,-316
707,677378,-16.7826,-316
708,683652,-16.5279,-317
709,689984,-16.5555,-316
710,696374,-16.4867,-317
711,702824,-16.2169,-317
712,709334,-16.0797,-317
713,715904,-16.0756,-317
714,722535,-16.0395,-318
715,729227,-15.9761,-317
716,735981,-15.6625,-318
717,742798,-15.6622,-319
718,749678,-15.4443,-318
719,756622,-15.3986,-319
720,763630,-15.2689,-319
721,770703,-15.0637,-319
722,777841,-15.0176,-319
723,785046,-15.0246,-319
724,792317,-14.7875,-319
725,799655,-14.7618,-319
726,807062,-14.6271,-320
727,814537,-14.6009,-320
728,822082,-14.5253,-320
729,829696,-14.3106,-320
730,837381,-14.1092,-321
731,845137,-14.1786,-321
732,852964,-14.0172,-321
733,860865,-13.8324,-321
734,868838,-13.8479,-322
735,876886,-13.8203,-321
736,885007,-13.6596,-322
737,893205,-13.6468,-322
738,901478,-13.5042,-323
739,909827,-13.3725,-323
740,918254,-13.3551,-324
741,926759,-13.2996,-323
742,935343,-13.1083,-325
743,944006,-13.0909,-324
744,952750,-13.0436,-324
745,961575,-12.9341,-325
746,970481,-12.7965,-325
747,979470,-12.6575,-325
748,988542,-12.5243,-327
749,997698,-12.5048,-326
750,1.00694e+06,-12.4662,-326
751,1.01627e+06,-12.3746,-327
752,1.02568e+06,-12.2991,-327
753,1.03518e+06,-12.2103,-327
754,1.04477e+06,-12.1539,-328
755,1.05444e+06,-12.0726,-328
756,1.06421e+06,-11.9935,-328
757,1.07407e+06,-11.9201,-329
758,1.08401e+06,-11.8444,-329
759,1.09405e+06,-11.7587,-329
760,1.10419e+06,-11.6741,-330
761,1.11442e+06,-11.6884,-330
762,1.12474e+06,-11.5881,-331
763,1.13515e+06,-11.5283,-331
764,1.14567e+06,-11.4369,-331
765,1.15628e+06,-11.352,-331
766,1.16699e+06,-11.325,-332
767,1.1778e+06,-11.2505,-332
768,1.18871e+06,-11.1575,-333
769,1.19972e+06,-11.0638,-333
770,1.21083e+06,-10.9724,-333
771,1.22204e+06,-10.93,-334
772,1.23336e+06,-10.8227,-334
773,1.24479e+06,-10.7392,-334
774,1.25632e+06,-10.6484,-335
775,1.26795e+06,-10.5969,-335
776,1.2797e+06,-10.4736,-336
777,1.29155e+06,-10.4202,-336
778,1.30351e+06,-10.3096,-336
779,1.31559e+06,-10.227,-337
780,1.32777e+06,-10.1327,-337
781,1.34007e+06,-10.0868,-337
782,1.35248e+06,-10.032,-338
783,1.36501e+06,-9.91591,-338
784,1.37765e+06,-9.83728,-339
785,1.39041e+06,-9.78213,-339
786,1.40329e+06,-9.6824,-340
787,1.41629e+06,-9.62044,-340
788,1.4294e+06,-9.57031,-340
789,1.44264e+06,-9.49258,-341
790,1.45601e+06,-9.43197,-341
791,1.46949e+06,-9.35962,-342
792,1.4831e+06,-9.32408,-342
793,1.49684e+06,-9.25677,-343
794,1.5107e+06,-9.16427,-343
795,1.5247e+06,-9.11935,-344
796,1.53882e+06,-9.0711,-344
797,1.55307e+06,-9.05011,-344
798,1.56746e+06,-8.97746,-345
799,1.58197e+06,-8.95367,-345
800,1.59663e+06,-8.92702,-346
801,1.61141e+06,-8.89097,-346
802,1.62634e+06,-8.83825,-346
803,1.6414e+06,-8.83557,-347
804,1.65661e+06,-8.80754,-348
805,1.67195e+06,-8.7644,-348
806,1.68744e+06,-8.7029,-348
807,1.70307e+06,-8.70681,-349
808,1.71884e+06,-8.67379,-349
809,1.73476e+06,-8.64916,-350
810,1.75083e+06,-8.64112,-350
